Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID
0,2,1,2209293,2209293,5833728,256,25088,0,56,128,48,64,"_ZN2ck27kernel_gemm_xdl_cshuffle_v1INS_43GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1INS_13tensor_layout4gemm8RowMajorENS3_11ColumnMajorES4_DB8_S6_ffS6_NS_16tensor_operation12element_wise11PassThroughES9_S9_LNS7_6device18GemmSpecializationE1ELNS_25InMemoryDataOperationEnumE0ELi1ELi256ELi256ELi128ELi64ELi16ELi16ELi32ELi32ELi4ELi2ENS_8SequenceIJLi4ELi64ELi1EEEENSD_IJLi1ELi0ELi2EEEESF_Li2ELi16ELi16ELb0ELi1ESE_SF_SF_Li2ELi8ELi8ELb0ELi1ELi1ELi1ENSD_IJLi1ELi64ELi1ELi4EEEELi16ELNS_13LoopSchedulerE0ELNS_15PipelineVersionE0ES6_S6_EELb1EEEvNT_8ArgumentE.kd",1993114684628624,1993114687315832,0
1,2,1,2209293,2209293,5833728,256,25088,0,56,128,48,64,"_ZN2ck27kernel_gemm_xdl_cshuffle_v1INS_43GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1INS_13tensor_layout4gemm8RowMajorENS3_11ColumnMajorES4_DB8_S6_ffS6_NS_16tensor_operation12element_wise11PassThroughES9_S9_LNS7_6device18GemmSpecializationE1ELNS_25InMemoryDataOperationEnumE0ELi1ELi256ELi256ELi128ELi64ELi16ELi16ELi32ELi32ELi4ELi2ENS_8SequenceIJLi4ELi64ELi1EEEENSD_IJLi1ELi0ELi2EEEESF_Li2ELi16ELi16ELb0ELi1ESE_SF_SF_Li2ELi8ELi8ELb0ELi1ELi1ELi1ENSD_IJLi1ELi64ELi1ELi4EEEELi16ELNS_13LoopSchedulerE0ELNS_15PipelineVersionE0ES6_S6_EELb1EEEvNT_8ArgumentE.kd",1993114687326672,1993114689461824,0
2,2,1,2209293,2209293,5833728,256,25088,0,56,128,48,64,"_ZN2ck27kernel_gemm_xdl_cshuffle_v1INS_43GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1INS_13tensor_layout4gemm8RowMajorENS3_11ColumnMajorES4_DB8_S6_ffS6_NS_16tensor_operation12element_wise11PassThroughES9_S9_LNS7_6device18GemmSpecializationE1ELNS_25InMemoryDataOperationEnumE0ELi1ELi256ELi256ELi128ELi64ELi16ELi16ELi32ELi32ELi4ELi2ENS_8SequenceIJLi4ELi64ELi1EEEENSD_IJLi1ELi0ELi2EEEESF_Li2ELi16ELi16ELb0ELi1ESE_SF_SF_Li2ELi8ELi8ELb0ELi1ELi1ELi1ENSD_IJLi1ELi64ELi1ELi4EEEELi16ELNS_13LoopSchedulerE0ELNS_15PipelineVersionE0ES6_S6_EELb1EEEvNT_8ArgumentE.kd",1993114689474743,1993114692011203,0
3,2,1,2209293,2209293,5833728,256,25088,0,56,128,48,64,"_ZN2ck27kernel_gemm_xdl_cshuffle_v1INS_43GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1INS_13tensor_layout4gemm8RowMajorENS3_11ColumnMajorES4_DB8_S6_ffS6_NS_16tensor_operation12element_wise11PassThroughES9_S9_LNS7_6device18GemmSpecializationE1ELNS_25InMemoryDataOperationEnumE0ELi1ELi256ELi256ELi128ELi64ELi16ELi16ELi32ELi32ELi4ELi2ENS_8SequenceIJLi4ELi64ELi1EEEENSD_IJLi1ELi0ELi2EEEESF_Li2ELi16ELi16ELb0ELi1ESE_SF_SF_Li2ELi8ELi8ELb0ELi1ELi1ELi1ENSD_IJLi1ELi64ELi1ELi4EEEELi16ELNS_13LoopSchedulerE0ELNS_15PipelineVersionE0ES6_S6_EELb1EEEvNT_8ArgumentE.kd",1993114692022563,1993114694237345,0
4,2,1,2209293,2209293,5833728,256,25088,0,56,128,48,64,"_ZN2ck27kernel_gemm_xdl_cshuffle_v1INS_43GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1INS_13tensor_layout4gemm8RowMajorENS3_11ColumnMajorES4_DB8_S6_ffS6_NS_16tensor_operation12element_wise11PassThroughES9_S9_LNS7_6device18GemmSpecializationE1ELNS_25InMemoryDataOperationEnumE0ELi1ELi256ELi256ELi128ELi64ELi16ELi16ELi32ELi32ELi4ELi2ENS_8SequenceIJLi4ELi64ELi1EEEENSD_IJLi1ELi0ELi2EEEESF_Li2ELi16ELi16ELb0ELi1ESE_SF_SF_Li2ELi8ELi8ELb0ELi1ELi1ELi1ENSD_IJLi1ELi64ELi1ELi4EEEELi16ELNS_13LoopSchedulerE0ELNS_15PipelineVersionE0ES6_S6_EELb1EEEvNT_8ArgumentE.kd",1993114694248665,1993114696423647,0
5,2,1,2209293,2209293,5833728,256,25088,0,56,128,48,64,"_ZN2ck27kernel_gemm_xdl_cshuffle_v1INS_43GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1INS_13tensor_layout4gemm8RowMajorENS3_11ColumnMajorES4_DB8_S6_ffS6_NS_16tensor_operation12element_wise11PassThroughES9_S9_LNS7_6device18GemmSpecializationE1ELNS_25InMemoryDataOperationEnumE0ELi1ELi256ELi256ELi128ELi64ELi16ELi16ELi32ELi32ELi4ELi2ENS_8SequenceIJLi4ELi64ELi1EEEENSD_IJLi1ELi0ELi2EEEESF_Li2ELi16ELi16ELb0ELi1ESE_SF_SF_Li2ELi8ELi8ELb0ELi1ELi1ELi1ENSD_IJLi1ELi64ELi1ELi4EEEELi16ELNS_13LoopSchedulerE0ELNS_15PipelineVersionE0ES6_S6_EELb1EEEvNT_8ArgumentE.kd",1993114696435527,1993114698609909,0
6,2,1,2209293,2209293,5833728,256,25088,0,56,128,48,64,"_ZN2ck27kernel_gemm_xdl_cshuffle_v1INS_43GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1INS_13tensor_layout4gemm8RowMajorENS3_11ColumnMajorES4_DB8_S6_ffS6_NS_16tensor_operation12element_wise11PassThroughES9_S9_LNS7_6device18GemmSpecializationE1ELNS_25InMemoryDataOperationEnumE0ELi1ELi256ELi256ELi128ELi64ELi16ELi16ELi32ELi32ELi4ELi2ENS_8SequenceIJLi4ELi64ELi1EEEENSD_IJLi1ELi0ELi2EEEESF_Li2ELi16ELi16ELb0ELi1ESE_SF_SF_Li2ELi8ELi8ELb0ELi1ELi1ELi1ENSD_IJLi1ELi64ELi1ELi4EEEELi16ELNS_13LoopSchedulerE0ELNS_15PipelineVersionE0ES6_S6_EELb1EEEvNT_8ArgumentE.kd",1993114698621109,1993114700759971,0
7,2,1,2209293,2209293,5833728,256,25088,0,56,128,48,64,"_ZN2ck27kernel_gemm_xdl_cshuffle_v1INS_43GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1INS_13tensor_layout4gemm8RowMajorENS3_11ColumnMajorES4_DB8_S6_ffS6_NS_16tensor_operation12element_wise11PassThroughES9_S9_LNS7_6device18GemmSpecializationE1ELNS_25InMemoryDataOperationEnumE0ELi1ELi256ELi256ELi128ELi64ELi16ELi16ELi32ELi32ELi4ELi2ENS_8SequenceIJLi4ELi64ELi1EEEENSD_IJLi1ELi0ELi2EEEESF_Li2ELi16ELi16ELb0ELi1ESE_SF_SF_Li2ELi8ELi8ELb0ELi1ELi1ELi1ENSD_IJLi1ELi64ELi1ELi4EEEELi16ELNS_13LoopSchedulerE0ELNS_15PipelineVersionE0ES6_S6_EELb1EEEvNT_8ArgumentE.kd",1993114700770931,1993114702884794,0
8,2,1,2209293,2209293,5833728,256,25088,0,56,128,48,64,"_ZN2ck27kernel_gemm_xdl_cshuffle_v1INS_43GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1INS_13tensor_layout4gemm8RowMajorENS3_11ColumnMajorES4_DB8_S6_ffS6_NS_16tensor_operation12element_wise11PassThroughES9_S9_LNS7_6device18GemmSpecializationE1ELNS_25InMemoryDataOperationEnumE0ELi1ELi256ELi256ELi128ELi64ELi16ELi16ELi32ELi32ELi4ELi2ENS_8SequenceIJLi4ELi64ELi1EEEENSD_IJLi1ELi0ELi2EEEESF_Li2ELi16ELi16ELb0ELi1ESE_SF_SF_Li2ELi8ELi8ELb0ELi1ELi1ELi1ENSD_IJLi1ELi64ELi1ELi4EEEELi16ELNS_13LoopSchedulerE0ELNS_15PipelineVersionE0ES6_S6_EELb1EEEvNT_8ArgumentE.kd",1993114702895554,1993114705043496,0
9,2,1,2209293,2209293,5833728,256,25088,0,56,128,48,64,"_ZN2ck27kernel_gemm_xdl_cshuffle_v1INS_43GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1INS_13tensor_layout4gemm8RowMajorENS3_11ColumnMajorES4_DB8_S6_ffS6_NS_16tensor_operation12element_wise11PassThroughES9_S9_LNS7_6device18GemmSpecializationE1ELNS_25InMemoryDataOperationEnumE0ELi1ELi256ELi256ELi128ELi64ELi16ELi16ELi32ELi32ELi4ELi2ENS_8SequenceIJLi4ELi64ELi1EEEENSD_IJLi1ELi0ELi2EEEESF_Li2ELi16ELi16ELb0ELi1ESE_SF_SF_Li2ELi8ELi8ELb0ELi1ELi1ELi1ENSD_IJLi1ELi64ELi1ELi4EEEELi16ELNS_13LoopSchedulerE0ELNS_15PipelineVersionE0ES6_S6_EELb1EEEvNT_8ArgumentE.kd",1993114705054376,1993114707193559,0
